key,total,Affect Version,Percent
CLK,226,56,0.247787611
CSV,67,16,0.23880597
MAILET,21,5,0.238095238
TRAFODION,1815,413,0.227548209
SAMZA,77,17,0.220779221
OLIO,82,18,0.219512195
GRIFFIN,44,9,0.204545455
TEZ,1327,266,0.200452148
AVALON,5,1,0.2
JCI,50,10,0.2
JELLY,70,14,0.2
SANDBOX,35,7,0.2
TEPHRA,30,6,0.2
APEXCORE,202,39,0.193069307
OLTU,76,14,0.184210526
BEAM,641,111,0.173166927
DATAFU,29,5,0.172413793
FINERACT,243,41,0.16872428
FEEDPARSER,6,1,0.166666667
DDLUTILS,6,1,0.166666667
WSCOMMONS,12,2,0.166666667
STANBOL,325,52,0.16
DOXIATOOLS,19,3,0.157894737
JOSHUA,13,2,0.153846154
SPOT,26,4,0.153846154
HAWQ,508,74,0.145669291
AGILA,7,1,0.142857143
COR,7,1,0.142857143
HUPA,7,1,0.142857143
AXIOM,268,37,0.138059701
MYRIAD,60,8,0.133333333
GEODE,2511,327,0.130227001
PORTALS,8,1,0.125
LUCENENET,347,43,0.123919308
SCB,50,6,0.12
CELIX,214,22,0.102803738
SYSTEMML,445,42,0.094382022
USERGRID,230,21,0.091304348
CHUKWA,11,1,0.090909091
TOREE,222,20,0.09009009
EDGENT,92,7,0.076086957
SANDESHA2,14,1,0.071428571
NPANDAY,231,15,0.064935065
HARMONY,3137,199,0.063436404
MARCHETYPES,16,1,0.0625
STREAMS,148,8,0.054054054
REEF,59,3,0.050847458
APEXMALHAR,416,21,0.050480769
PIRK,25,1,0.04
WAVE,201,8,0.039800995
QPIDIT,27,1,0.037037037
WODEN,67,2,0.029850746
SERF,147,2,0.013605442
MADLIB,424,2,0.004716981
ASTERIXDB,1106,4,0.003616637
AAR,6,0,0
ACL,1,0,0
ADDR,2,0,0
ANAKIA,1,0,0
AWF,134,0,0
CHAINSAW,1,0,0
CMDA,1,0,0
GEOMETRY,1,0,0
COMMONSRDF,3,0,0
CRAIL,24,0,0
DLAB,97,0,0
GOBBLIN,1,0,0
HORN,1,0,0
INFRATEST1,1,0,0
NEMO,5,0,0
QUICKSTEP,16,0,0
RIPPLE,34,0,0
TRAINING,1,0,0
WHISKER,1,0,0
APACHECON,1,0,0
ATTIC,19,0,0
STUDIO,2,0,0
CENTRAL,5,0,0
PLANET,1,0,0
TOOLS,1,0,0
BLUESKY,1,0,0
CLEREZZA,176,0,0
BSF,2,0,0
DORMANT,10,0,0
FUNCTOR,1,0,0
NUMBERS,1,0,0
TRANSACTION,2,0,0
COMDEV,43,0,0
DTACLOUD,364,0,0
DIR,36,0,0
DIRNAMING,4,0,0
DL,4,0,0
FINCN,8,0,0
HDDS,1,0,0
HAMA,1,0,0
IMPERIUS,1,0,0
INCUBATOR,13,0,0
INFRA,3813,0,0
IOTA,1,0,0
MPT,7,0,0
POSTAGE,2,0,0
KITTY,3,0,0
MJDEPS,1,0,0
MNGSITE,176,0,0
OEP,5,0,0
HERMES,4,0,0
PYLUCENE,3,0,0
SANDESHA2C,21,0,0
SAVAN,2,0,0
SINGA,26,0,0
SLIDER,3,0,0
STEVE,1,0,0
STOMP,1,0,0
SB,6,0,0
SITE,1,0,0
SUPERSET,4,0,0
TASHI,2,0,0
TEXEN,1,0,0
AUTOTAG,13,0,0
TILESSB,1,0,0
TORQUEOLD,175,0,0
DIRTSEC,2,0,0
VELOCITYSB,4,0,0
VXQUERY,32,0,0
WHIMSY,11,0,0
APOLLO,5,0,0
ASFSITE,1,0,0
XAP,238,0,0
YETUS,2,0,0
ZETACOMP,9,0,0
